IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,52,3.85
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,3.85
47.237.95.140,2082,2082,false,SIN,Asia Pacific,Singapore,19,3.85
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,118,3.85
47.236.205.188,2083,2083,true,SIN,Asia Pacific,Singapore,69,3.85
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,77,3.84
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,3.84
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,58,3.83
8.222.222.64,2087,2087,true,SIN,Asia Pacific,Singapore,45,3.83
8.219.83.71,2083,2083,true,SIN,Asia Pacific,Singapore,89,3.83
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,3,3.83
8.219.93.5,2096,2096,true,SIN,Asia Pacific,Singapore,51,3.83
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,3.82
47.243.183.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,3.82
47.236.17.193,8080,8080,false,SIN,Asia Pacific,Singapore,15,3.82
47.237.0.31,2095,2095,false,SIN,Asia Pacific,Singapore,15,3.82
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,36,3.82
47.237.95.13,2052,2052,false,SIN,Asia Pacific,Singapore,22,3.82
8.210.101.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,3.82
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,3.81
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,16,3.80
8.222.156.242,8443,8443,true,SIN,Asia Pacific,Singapore,26,3.80
47.243.139.85,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,3.80
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,4,3.80
8.210.207.214,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,3.79
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,79,3.79
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,3.79
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,97,3.79
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,31,3.79
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,38,3.79
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,108,3.78
8.222.183.242,8880,8880,false,SIN,Asia Pacific,Singapore,10,3.78
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,116,3.78
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,3,3.78
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,71,3.78
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,67,3.78
8.218.48.92,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,3.77
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,11,3.77
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,60,3.76
47.236.164.215,2053,2053,true,SIN,Asia Pacific,Singapore,98,3.76
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,5,3.75
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,9,3.75
47.243.173.187,443,443,true,HKG,Asia Pacific,Hong Kong,39,3.75
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,41,3.75
47.237.84.173,2087,2087,true,SIN,Asia Pacific,Singapore,76,3.74
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,3.74
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,3.74
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,3.74
47.245.102.52,2083,2083,true,SIN,Asia Pacific,Singapore,26,3.73
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,25,3.73
47.237.14.220,2053,2053,true,SIN,Asia Pacific,Singapore,45,3.73
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,26,3.72
8.219.1.92,8080,8080,false,SIN,Asia Pacific,Singapore,13,3.71
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,3.71
47.237.81.112,2053,2053,true,SIN,Asia Pacific,Singapore,63,3.70
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,36,3.70
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,31,3.70
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,47,3.70
8.210.100.23,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,3.70
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,27,3.69
8.219.193.202,80,80,false,SIN,Asia Pacific,Singapore,9,3.69
47.237.82.15,2083,2083,true,SIN,Asia Pacific,Singapore,130,3.69
8.219.189.143,2053,2053,true,SIN,Asia Pacific,Singapore,91,3.69
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,3.69
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,4,3.69
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,3.68
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,3.68
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,3.68
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,3.68
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,9,3.67
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,3.67
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,11,3.67
47.236.164.215,8443,8443,true,SIN,Asia Pacific,Singapore,102,3.67
8.219.210.57,2087,2087,true,SIN,Asia Pacific,Singapore,69,3.67
47.236.9.152,2052,2052,false,SIN,Asia Pacific,Singapore,20,3.66
8.222.162.45,8443,8443,true,SIN,Asia Pacific,Singapore,39,3.66
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,41,3.66
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,11,3.65
8.210.66.190,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,3.64
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,20,3.64
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,7,3.64
47.236.237.90,2096,2096,true,SIN,Asia Pacific,Singapore,49,3.64
8.219.191.40,8880,8880,false,SIN,Asia Pacific,Singapore,10,3.63
47.237.92.26,2083,2083,true,SIN,Asia Pacific,Singapore,47,3.63
8.217.121.207,8880,8880,false,HKG,Asia Pacific,Hong Kong,78,3.63
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,3.63
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,17,3.63
47.242.176.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,3.63
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,75,3.63
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,14,3.62
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,121,3.62
8.217.121.207,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,3.61
8.218.204.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,3.61
8.219.220.88,2053,2053,true,SIN,Asia Pacific,Singapore,91,3.61
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,5,3.61
8.218.22.210,80,80,false,HKG,Asia Pacific,Hong Kong,41,3.61
8.219.170.232,2096,2096,true,SIN,Asia Pacific,Singapore,59,3.61
8.219.199.220,443,443,true,SIN,Asia Pacific,Singapore,70,3.60
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,10,3.60
47.243.27.217,2082,2082,false,HKG,Asia Pacific,Hong Kong,68,3.60
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,3.60
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,3.60
47.76.77.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,3.60
47.243.67.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,73,3.60
47.243.139.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,3.59
8.217.121.207,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,3.59
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,22,3.59
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,3.59
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,13,3.59
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,3.58
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,17,3.58
8.219.174.142,2086,2086,false,SIN,Asia Pacific,Singapore,9,3.58
8.218.211.17,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,3.57
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,3.57
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,68,3.57
47.76.171.106,8080,80,false,HKG,Asia Pacific,Hong Kong,38,3.57
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,12,3.57
8.218.222.36,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,3.57
8.222.179.231,2053,2053,true,SIN,Asia Pacific,Singapore,35,3.57
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,24,3.56
47.236.205.188,8443,8443,true,SIN,Asia Pacific,Singapore,50,3.56
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,16,3.56
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,23,3.55
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,3.55
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,47,3.55
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,3.55
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,21,3.55
8.218.22.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,3.55
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,32,3.55
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,54,3.54
47.237.0.31,2087,2087,true,SIN,Asia Pacific,Singapore,44,3.53
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,3.53
8.219.51.211,443,443,true,SIN,Asia Pacific,Singapore,31,3.53
47.237.82.15,2086,2086,false,SIN,Asia Pacific,Singapore,34,3.53
47.237.82.15,2087,2087,true,SIN,Asia Pacific,Singapore,72,3.53
47.251.74.226,80,80,false,LAX,North America,Los Angeles,171,3.53
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,3.53
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,3.52
8.219.209.14,2096,2096,true,SIN,Asia Pacific,Singapore,69,3.52
47.237.95.156,8443,8443,true,SIN,Asia Pacific,Singapore,69,3.52
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,28,3.52
47.237.95.140,2096,2096,true,SIN,Asia Pacific,Singapore,73,3.52
47.243.91.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,3.52
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,30,3.52
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,37,3.51
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,34,3.51
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,3.51
47.237.81.112,2052,2052,false,SIN,Asia Pacific,Singapore,45,3.51
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,3.50
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,71,3.50
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,41,3.49
8.219.220.88,2096,2096,true,SIN,Asia Pacific,Singapore,75,3.49
47.243.139.243,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,3.49
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,3.49
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,14,3.48
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,3.48
47.237.10.1,8080,8080,false,SIN,Asia Pacific,Singapore,34,3.47
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,3.47
8.219.198.34,2087,2087,true,SIN,Asia Pacific,Singapore,71,3.47
47.245.84.124,2087,2087,true,SIN,Asia Pacific,Singapore,33,3.47
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,3.47
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,3.47
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,3.47
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,67,3.46
47.237.8.82,2053,2053,true,SIN,Asia Pacific,Singapore,56,3.46
47.243.74.220,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,3.46
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,4,3.45
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,34,3.45
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,19,3.45
47.237.11.182,80,80,false,SIN,Asia Pacific,Singapore,21,3.45
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,3.45
47.237.11.182,8443,8443,true,SIN,Asia Pacific,Singapore,37,3.45
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,17,3.44
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,34,3.44
8.222.193.65,8880,8880,false,SIN,Asia Pacific,Singapore,6,3.44
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,3.44
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,3.44
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,3.44
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,75,3.43
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,3.43
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,3.42
8.219.237.250,8880,8880,false,SIN,Asia Pacific,Singapore,40,3.42
8.210.175.109,8443,8443,true,HKG,Asia Pacific,Hong Kong,39,3.42
47.237.95.146,80,80,false,SIN,Asia Pacific,Singapore,18,3.42
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,17,3.42
8.218.74.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,3.42
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,17,3.42
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,33,3.42
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,25,3.41
47.236.9.152,2087,2087,true,SIN,Asia Pacific,Singapore,66,3.41
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,81,3.41
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,3.41
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,74,3.41
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,3.41
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,97,3.40
47.236.205.188,2096,2096,true,SIN,Asia Pacific,Singapore,57,3.40
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,45,3.39
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,3.39
47.243.91.58,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,3.39
8.219.5.10,443,443,true,SIN,Asia Pacific,Singapore,52,3.39
47.76.37.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,3.39
47.236.237.90,2087,2087,true,SIN,Asia Pacific,Singapore,59,3.39
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,24,3.38
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,3.38
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,3.38
47.236.165.25,2083,2083,true,SIN,Asia Pacific,Singapore,79,3.38
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,3.38
8.219.229.190,8080,8080,false,SIN,Asia Pacific,Singapore,172,3.38
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,3.37
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,3.37
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,105,3.37
47.243.169.63,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,3.37
47.76.159.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,3.36
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,92,3.36
8.219.67.133,8443,8443,true,SIN,Asia Pacific,Singapore,41,3.36
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,5,3.36
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,3.35
8.210.34.188,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,3.35
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,5,3.35
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,57,3.35
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,33,3.34
47.236.205.188,2053,2053,true,SIN,Asia Pacific,Singapore,54,3.34
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,3.34
8.218.22.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,3.34
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,12,3.33
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,22,3.33
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,20,3.33
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,14,3.33
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,10,3.32
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,74,3.32
47.236.17.193,2082,2082,false,SIN,Asia Pacific,Singapore,25,3.32
47.243.206.150,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,3.32
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,3.32
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,3.32
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,30,3.32
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,92,3.31
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,19,3.30
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,3.30
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,64,3.30
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,3.30
8.219.117.198,80,80,false,SIN,Asia Pacific,Singapore,6,3.30
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,46,3.30
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,3.29
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,20,3.29
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,3.29
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,3.29
47.236.9.152,2052,2052,false,SIN,Asia Pacific,Singapore,14,3.28
47.236.169.164,8443,8443,true,SIN,Asia Pacific,Singapore,83,3.28
47.237.95.156,2096,2096,true,SIN,Asia Pacific,Singapore,69,3.28
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,3.28
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,20,3.27
47.237.86.185,2053,2053,true,SIN,Asia Pacific,Singapore,74,3.27
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,3.27
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,3.27
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,40,3.27
47.242.252.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,3.26
8.219.198.34,2083,2083,true,SIN,Asia Pacific,Singapore,71,3.26
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,27,3.26
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,3.26
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,68,3.26
8.218.8.142,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,3.25
47.237.95.156,2087,2087,true,SIN,Asia Pacific,Singapore,113,3.25
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,3.25
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,6,3.25
8.219.191.40,2095,2095,false,SIN,Asia Pacific,Singapore,15,3.25
47.243.169.63,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,3.25
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,20,3.25
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,3.23
47.76.49.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,3.23
47.237.14.220,2053,2053,true,SIN,Asia Pacific,Singapore,78,3.22
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,30,3.22
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,30,3.22
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,3.22
47.237.95.156,2082,2082,false,SIN,Asia Pacific,Singapore,21,3.22
8.210.207.214,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,3.21
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,18,3.21
8.219.237.250,2096,2096,true,SIN,Asia Pacific,Singapore,110,3.20
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,73,3.20
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,9,3.20
8.219.198.34,8880,8880,false,SIN,Asia Pacific,Singapore,32,3.20
8.218.18.132,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,3.19
8.222.214.231,2053,2053,true,SIN,Asia Pacific,Singapore,43,3.18
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,3.18
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,3.18
47.243.139.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,3.17
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,12,3.17
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,64,3.16
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,17,3.16
47.243.234.9,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,3.16
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,86,3.16
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,7,3.15
47.237.0.31,8080,8080,false,SIN,Asia Pacific,Singapore,10,3.15
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,14,3.15
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,12,3.15
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,3.14
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,6,3.13
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,16,3.13
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,15,3.13
47.237.8.82,2096,2096,true,SIN,Asia Pacific,Singapore,42,3.13
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,3.13
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,109,3.13
47.76.37.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,3.13
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,3.12
8.217.193.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,3.12
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,46,3.10
47.236.164.215,2096,2096,true,SIN,Asia Pacific,Singapore,113,3.10
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,12,3.10
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,58,3.10
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,22,3.10
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,38,3.10
47.236.169.164,2096,2096,true,SIN,Asia Pacific,Singapore,112,3.10
47.90.141.204,443,443,true,LAX,North America,Los Angeles,227,3.10
47.242.176.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,3.09
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,3.09
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,3.09
47.245.102.52,2053,2053,true,SIN,Asia Pacific,Singapore,42,3.09
47.237.14.220,8443,8443,true,SIN,Asia Pacific,Singapore,39,3.09
8.219.194.170,2052,2052,false,SIN,Asia Pacific,Singapore,23,3.08
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,21,3.08
8.219.174.213,2095,2095,false,SIN,Asia Pacific,Singapore,17,3.07
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,3.07
47.242.252.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,3.07
47.236.254.120,2087,2087,true,SIN,Asia Pacific,Singapore,59,3.06
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,24,3.06
8.219.110.81,8443,8443,true,SIN,Asia Pacific,Singapore,46,3.06
47.90.141.204,80,80,false,LAX,North America,Los Angeles,227,3.05
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,16,3.05
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,3.05
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,61,3.04
47.237.92.26,8880,8880,false,SIN,Asia Pacific,Singapore,22,3.04
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,3.04
47.236.168.17,2053,2053,true,SIN,Asia Pacific,Singapore,125,3.04
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,58,3.04
47.236.9.152,2082,2082,false,SIN,Asia Pacific,Singapore,19,3.04
47.237.84.173,2053,2053,true,SIN,Asia Pacific,Singapore,99,3.03
47.236.166.131,2053,2053,true,SIN,Asia Pacific,Singapore,59,3.03
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,115,3.03
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,22,3.03
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,16,3.03
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,13,3.02
8.217.121.207,80,80,false,HKG,Asia Pacific,Hong Kong,68,3.02
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,3.02
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,3.02
8.218.11.90,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,3.02
8.222.160.176,8443,8443,true,SIN,Asia Pacific,Singapore,60,3.01
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,4,3.01
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,34,3.01
47.243.139.243,80,80,false,HKG,Asia Pacific,Hong Kong,45,3.01
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,24,3.01
8.218.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,38,3.00
8.219.229.190,2083,2083,true,SIN,Asia Pacific,Singapore,46,3.00
8.218.207.169,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,2.99
