IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.102.52,2087,2087,true,SIN,Asia Pacific,Singapore,141,4.46
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,4.46
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,44,4.46
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,7,4.45
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,9,4.44
8.219.191.40,2052,2052,false,SIN,Asia Pacific,Singapore,37,4.44
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,109,4.44
8.222.164.209,443,443,true,SIN,Asia Pacific,Singapore,43,4.44
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,4.44
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,4.43
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,4.43
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,67,4.43
47.243.27.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,4.43
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,6,4.43
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,9,4.43
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,15,4.42
8.210.175.109,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,4.41
8.219.220.88,2083,2083,true,SIN,Asia Pacific,Singapore,106,4.41
8.217.250.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,4.41
8.210.119.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,4.41
8.217.250.5,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,4.40
47.242.17.250,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,4.40
47.237.10.1,80,80,false,SIN,Asia Pacific,Singapore,14,4.40
47.242.157.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,4.40
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,4.40
8.218.243.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,4.40
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,4.40
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,20,4.39
8.222.184.198,2096,2096,true,SIN,Asia Pacific,Singapore,31,4.39
8.211.4.159,443,443,true,FRA,Europe,Frankfurt,250,4.39
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,7,4.39
47.237.95.140,2096,2096,true,SIN,Asia Pacific,Singapore,65,4.39
47.237.84.173,8443,8443,true,SIN,Asia Pacific,Singapore,72,4.39
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,14,4.39
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,2,4.38
8.219.189.143,2053,2053,true,SIN,Asia Pacific,Singapore,49,4.38
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,4.38
8.219.142.191,2052,2052,false,SIN,Asia Pacific,Singapore,6,4.38
47.243.234.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,4.38
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,31,4.38
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,4.38
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,39,4.38
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,30,4.38
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,6,4.38
8.219.0.162,2083,2083,true,SIN,Asia Pacific,Singapore,25,4.38
8.210.207.214,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,4.38
8.219.198.34,8080,8080,false,SIN,Asia Pacific,Singapore,18,4.37
8.219.0.162,2096,2096,true,SIN,Asia Pacific,Singapore,34,4.37
8.219.229.190,2086,2086,false,SIN,Asia Pacific,Singapore,23,4.37
47.237.100.206,8080,8080,false,SIN,Asia Pacific,Singapore,18,4.36
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,115,4.36
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,4.36
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,61,4.36
47.243.206.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,4.36
47.76.77.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,4.36
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,20,4.36
47.237.100.206,2083,2083,true,SIN,Asia Pacific,Singapore,26,4.35
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,13,4.35
47.237.83.20,8880,8880,false,SIN,Asia Pacific,Singapore,17,4.35
47.237.82.15,2096,2096,true,SIN,Asia Pacific,Singapore,60,4.35
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,105,4.35
8.219.191.110,8443,8443,true,SIN,Asia Pacific,Singapore,62,4.34
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,4.34
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,4.34
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,4.34
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,10,4.34
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,9,4.34
8.219.4.122,443,443,true,SIN,Asia Pacific,Singapore,20,4.34
47.237.11.182,8880,8880,false,SIN,Asia Pacific,Singapore,16,4.34
47.242.234.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,4.33
8.218.48.92,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,4.33
8.222.183.242,2086,2086,false,SIN,Asia Pacific,Singapore,26,4.32
47.245.84.124,2087,2087,true,SIN,Asia Pacific,Singapore,29,4.32
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,55,4.32
47.76.159.146,80,80,false,HKG,Asia Pacific,Hong Kong,37,4.32
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,8,4.32
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,4.31
8.219.174.142,2082,2082,false,SIN,Asia Pacific,Singapore,9,4.31
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,5,4.31
47.245.102.52,2083,2083,true,SIN,Asia Pacific,Singapore,137,4.31
8.222.156.242,2086,2086,false,SIN,Asia Pacific,Singapore,7,4.31
8.219.237.250,2095,2095,false,SIN,Asia Pacific,Singapore,5,4.31
47.243.139.85,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,4.31
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,4.30
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,65,4.30
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,38,4.30
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,4.30
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,5,4.30
8.218.174.118,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,4.30
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,9,4.30
8.210.21.65,443,443,true,HKG,Asia Pacific,Hong Kong,86,4.30
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,4.30
8.219.174.213,2095,2095,false,SIN,Asia Pacific,Singapore,15,4.30
8.219.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,100,4.30
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,4.30
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,11,4.29
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,13,4.29
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,50,4.29
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,30,4.29
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,4.29
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,4.29
8.219.78.1,8443,8443,true,SIN,Asia Pacific,Singapore,69,4.29
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,65,4.28
47.243.91.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,4.28
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,4.28
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,60,4.28
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,4.28
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,4,4.28
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,19,4.28
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.27
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,17,4.27
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,37,4.27
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,4.27
8.219.202.130,2086,2086,false,SIN,Asia Pacific,Singapore,23,4.27
47.243.107.148,80,80,false,HKG,Asia Pacific,Hong Kong,41,4.27
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,65,4.27
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,93,4.26
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,5,4.26
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.26
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,19,4.26
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,52,4.26
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,22,4.26
8.210.207.214,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,4.26
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,4.26
8.219.209.14,8443,8443,true,SIN,Asia Pacific,Singapore,50,4.25
8.217.49.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,4.25
47.236.238.103,80,80,false,SIN,Asia Pacific,Singapore,15,4.25
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,12,4.25
47.236.9.152,2082,2082,false,SIN,Asia Pacific,Singapore,29,4.25
47.237.94.140,2096,2096,true,SIN,Asia Pacific,Singapore,45,4.25
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,6,4.25
47.237.11.182,2087,2087,true,SIN,Asia Pacific,Singapore,56,4.24
8.209.76.182,443,443,true,FRA,Europe,Frankfurt,256,4.24
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,75,4.23
47.237.81.112,8443,8443,true,SIN,Asia Pacific,Singapore,68,4.23
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,35,4.23
47.243.203.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,4.23
8.219.240.160,2083,2083,true,SIN,Asia Pacific,Singapore,55,4.23
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,29,4.23
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,4.23
8.210.207.214,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,4.23
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,4.23
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,5,4.23
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,4,4.23
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,62,4.22
8.219.120.87,80,80,false,SIN,Asia Pacific,Singapore,15,4.22
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,22,4.22
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,18,4.22
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,4,4.21
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,4,4.21
8.210.192.93,80,80,false,HKG,Asia Pacific,Hong Kong,46,4.20
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,4.20
47.243.139.85,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,4.20
47.237.14.220,2083,2083,true,SIN,Asia Pacific,Singapore,70,4.20
8.222.180.86,2096,2096,true,SIN,Asia Pacific,Singapore,55,4.20
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,41,4.19
47.237.95.146,8443,8443,true,SIN,Asia Pacific,Singapore,49,4.19
47.237.100.206,2053,2053,true,SIN,Asia Pacific,Singapore,73,4.19
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,4,4.18
47.236.172.95,2087,2087,true,SIN,Asia Pacific,Singapore,94,4.18
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,4.18
47.237.86.185,2053,2053,true,SIN,Asia Pacific,Singapore,67,4.18
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,4.18
8.222.215.228,2095,2095,false,SIN,Asia Pacific,Singapore,6,4.18
47.243.74.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,4.17
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,4.17
8.219.4.122,2087,2087,true,SIN,Asia Pacific,Singapore,10,4.17
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,13,4.17
47.243.206.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,4.17
8.222.167.147,2087,2087,true,SIN,Asia Pacific,Singapore,59,4.16
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,4.16
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,10,4.16
8.210.175.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,4.16
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,81,4.16
47.88.85.197,2095,2095,false,SJC,North America,San Jose,171,4.15
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,4.15
47.237.86.185,8443,8443,true,SIN,Asia Pacific,Singapore,83,4.15
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,46,4.15
47.237.10.1,2087,2087,true,SIN,Asia Pacific,Singapore,74,4.15
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,7,4.15
8.210.192.93,80,80,false,HKG,Asia Pacific,Hong Kong,38,4.15
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,17,4.15
8.219.1.169,443,443,true,SIN,Asia Pacific,Singapore,21,4.15
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,4.15
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,4.15
8.209.99.217,443,443,true,FRA,Europe,Frankfurt,247,4.15
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.15
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,4.15
47.242.157.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,4.14
47.243.67.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,62,4.14
47.76.32.108,80,80,false,HKG,Asia Pacific,Hong Kong,44,4.14
47.237.11.182,8880,8880,false,SIN,Asia Pacific,Singapore,15,4.14
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,16,4.14
47.243.90.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,4.14
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,4.14
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,5,4.14
47.237.86.185,2096,2096,true,SIN,Asia Pacific,Singapore,115,4.14
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,4.13
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,63,4.13
8.218.188.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,4.13
47.236.238.103,80,80,false,SIN,Asia Pacific,Singapore,6,4.13
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,63,4.13
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,16,4.12
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,21,4.12
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,68,4.11
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,23,4.11
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,8,4.11
47.88.85.197,2095,2095,false,SJC,North America,San Jose,189,4.10
47.245.102.52,2053,2053,true,SIN,Asia Pacific,Singapore,142,4.10
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,3,4.10
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,22,4.10
8.217.49.34,443,443,true,HKG,Asia Pacific,Hong Kong,90,4.09
47.237.95.146,2053,2053,true,SIN,Asia Pacific,Singapore,45,4.09
8.222.165.117,2082,2082,false,SIN,Asia Pacific,Singapore,13,4.09
8.219.198.34,2096,2096,true,SIN,Asia Pacific,Singapore,84,4.09
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,141,4.09
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,4.09
8.219.98.13,2095,2095,false,SIN,Asia Pacific,Singapore,15,4.08
8.219.222.98,8443,8443,true,SIN,Asia Pacific,Singapore,140,4.08
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,4.08
47.242.157.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,4.08
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,3,4.08
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,4.08
47.237.95.140,2052,2052,false,SIN,Asia Pacific,Singapore,30,4.08
47.236.169.164,8880,8880,false,SIN,Asia Pacific,Singapore,13,4.08
8.219.209.14,2086,2086,false,SIN,Asia Pacific,Singapore,25,4.08
47.237.84.173,2096,2096,true,SIN,Asia Pacific,Singapore,115,4.08
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,20,4.07
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,28,4.07
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,37,4.07
8.217.251.62,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,4.07
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,4.07
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,4.07
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,33,4.07
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,4.07
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,16,4.07
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,9,4.07
8.219.174.142,80,80,false,SIN,Asia Pacific,Singapore,35,4.06
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.06
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,105,4.06
47.236.85.11,8443,443,true,SIN,Asia Pacific,Singapore,65,4.06
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,80,4.06
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,68,4.06
8.219.237.250,2082,2082,false,SIN,Asia Pacific,Singapore,19,4.05
8.219.198.34,2096,2096,true,SIN,Asia Pacific,Singapore,56,4.05
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,82,4.04
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,19,4.04
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,34,4.04
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,4.04
8.219.198.139,443,443,true,SIN,Asia Pacific,Singapore,90,4.03
47.243.206.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,4.03
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,82,4.03
47.237.81.112,2087,2087,true,SIN,Asia Pacific,Singapore,55,4.03
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,18,4.03
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,55,4.03
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,4.02
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,30,4.02
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,27,4.02
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,4.02
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,76,4.01
47.237.14.220,2096,2096,true,SIN,Asia Pacific,Singapore,63,4.01
47.237.11.182,2083,2083,true,SIN,Asia Pacific,Singapore,27,4.01
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,4.01
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,25,4.00
8.219.106.156,443,443,true,SIN,Asia Pacific,Singapore,59,4.00
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,4,4.00
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,4.00
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,37,4.00
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,81,3.99
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,3.99
8.210.107.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,3.99
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,3.99
47.237.14.220,8880,8880,false,SIN,Asia Pacific,Singapore,18,3.99
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,20,3.99
8.210.66.190,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,3.99
47.76.159.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,3.98
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,16,3.98
8.218.53.110,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,3.98
8.219.177.205,2083,2083,true,SIN,Asia Pacific,Singapore,48,3.98
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,3.98
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,3.98
8.210.203.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,3.98
47.236.172.95,2083,2083,true,SIN,Asia Pacific,Singapore,119,3.98
47.242.176.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,3.98
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,14,3.97
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,3.97
8.219.51.211,8443,8443,true,SIN,Asia Pacific,Singapore,22,3.97
8.218.174.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,3.96
8.222.164.209,2053,2053,true,SIN,Asia Pacific,Singapore,63,3.96
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,32,3.96
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,3.95
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,35,3.95
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,3.95
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,25,3.95
47.236.17.193,8080,8080,false,SIN,Asia Pacific,Singapore,36,3.95
8.210.245.224,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,3.94
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,26,3.94
47.76.77.103,80,80,false,HKG,Asia Pacific,Hong Kong,44,3.94
47.236.205.188,2087,2087,true,SIN,Asia Pacific,Singapore,93,3.93
8.222.146.222,2053,2053,true,SIN,Asia Pacific,Singapore,46,3.93
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,3.93
8.218.53.110,8443,8443,true,HKG,Asia Pacific,Hong Kong,118,3.92
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,3.92
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,3.92
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,24,3.92
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,19,3.92
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,3.91
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,3.91
8.218.53.110,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,3.91
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,42,3.91
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,43,3.91
47.236.254.120,2096,2096,true,SIN,Asia Pacific,Singapore,54,3.91
8.222.165.117,2083,2083,true,SIN,Asia Pacific,Singapore,40,3.91
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,3.90
47.237.83.20,2052,2052,false,SIN,Asia Pacific,Singapore,33,3.90
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,3.90
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,11,3.90
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,29,3.90
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,41,3.90
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,10,3.90
47.236.113.184,443,443,true,SIN,Asia Pacific,Singapore,112,3.90
47.236.237.90,8443,8443,true,SIN,Asia Pacific,Singapore,62,3.90
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,83,3.89
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,5,3.89
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,43,3.89
47.243.67.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,3.89
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,18,3.89
47.237.14.220,2096,2096,true,SIN,Asia Pacific,Singapore,61,3.89
8.219.83.201,2087,2087,true,SIN,Asia Pacific,Singapore,33,3.89
8.222.165.117,2053,2053,true,SIN,Asia Pacific,Singapore,78,3.89
47.236.17.193,2087,2087,true,SIN,Asia Pacific,Singapore,56,3.88
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,32,3.88
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,17,3.88
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,4,3.88
8.210.3.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,93,3.88
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,74,3.88
8.222.222.64,2096,2096,true,SIN,Asia Pacific,Singapore,23,3.88
8.217.145.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,3.87
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,11,3.87
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,16,3.87
8.222.214.231,2083,2083,true,SIN,Asia Pacific,Singapore,41,3.87
47.237.94.140,8443,8443,true,SIN,Asia Pacific,Singapore,104,3.87
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,22,3.87
47.237.95.156,2053,2053,true,SIN,Asia Pacific,Singapore,92,3.86
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,3.86
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,3.86
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,3.86
47.243.206.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,3.86
47.243.91.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,3.86
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,3.86
47.236.9.152,2053,2053,true,SIN,Asia Pacific,Singapore,71,3.85
47.237.83.20,2053,2053,true,SIN,Asia Pacific,Singapore,104,3.85
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,3.85
